"F1"	"SE_F1"
-1.76386971681616	0.160750860149535
0.90138718649919	0.208130182032756
-0.600980472839388	0.168137707881775
-1.82210119074071	0.169178813250648
0.220746278596877	0.189186982988064
-0.559449798749197	0.173752769922371
0.540168108875452	0.197530935445715
0.20209882355688	0.193466182272946
-0.360406666251056	0.177066313093419
-0.884128826040936	0.172641020118038
-0.951985217309947	0.168568706474433
-0.648746864427652	0.165035860287495
2.13769094667907	0.412105715447866
-0.324938382239467	0.173424338537671
0.417100778219503	0.195703831075253
-1.03760227115687	0.161443030746041
2.13769094667907	0.412105715447866
-1.06767738937056	0.168771335728758
-1.32265634848224	0.162020641596401
-0.165206250637315	0.187055718277442
-1.39298300459222	0.169025414571916
0.929206233853524	0.204181381140995
-3.29120353395661	0.335756052939925
-0.548626675340519	0.17159471911019
1.15337353042963	0.212719979497598
1.09906766234333	0.201941157674756
-0.673100210515183	0.167076084008135
0.511034386521949	0.195008206956644
0.82180550864249	0.199173199561981
-0.71665223836462	0.170611152266311
-1.13213655363412	0.190670368812132
-0.724675361929053	0.204181701086394
-2.29156743918536	0.166325290743763
1.62825565671138	0.213569749558659
0.864085950255874	0.197315697922762
2.13769094667907	0.412105715447866
-0.362409663592945	0.175907583642176
-0.832739968297231	0.173084835379649
1.09906766234333	0.201941157674756
0.417100778219503	0.195703831075253
-0.290528111509138	0.191552123267499
0.864085950255874	0.197315697922762
0.68857721871687	0.196037967858456
-0.174780626305539	0.200846514945787
0.966396946398418	0.201843203220898
-0.411246001405024	0.18519642275671
1.06354373883337	0.20484818432646
-0.192909944131808	0.185346116823625
0.183280148354213	0.188489619723001
-0.415335148151198	0.175383498322785
-1.01422870808919	0.164951132321838
0.904983396029505	0.207062590229089
0.0499558731062676	0.194357858911297
-1.41048228743453	0.15635009261085
-0.594623566148935	0.167968785569677
-0.58389049244239	0.17715620693882
-1.56063568680838	0.159567675248703
-0.219317289217501	0.178255034952317
-0.977068613234714	0.173031300655038
0.14676181520054	0.194353716242993
-1.49376269246296	0.167210251749183
1.35078542652417	0.205729039685025
1.09906766234333	0.201941157674756
0.120072399921271	0.18801513261779
-1.32398207103638	0.166138821612992
-0.784128605818244	0.166802039886606
-0.4746941331725	0.174153687464537
2.13769094667907	0.412105715447866
0.601827566234614	0.196374639049602
-0.887115895278527	0.172746934581195
-1.03555766602314	0.169763146202516
