"" "V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25"
"1" -0.338923217500164 -0.261010414385466 -0.200793295314754 -0.362953080981033 -0.340084023540067 -0.280325996441634 -0.398572783512399 -0.253503510169699 -0.276394347250862 6.3771006447751 -0.22445277629794 -0.189551261853489 -0.391660859034892 -0.307923855609115 -0.323079155296002 -0.404216860059829 -0.327531681642876 -0.257242726786196 -0.184375992726634 -0.143331227226461 -0.107271385608071 -0.26290537337349 -0.191277527498783 -0.150466820947907 -0.287297172068064
"2" 0.83859803476232 -0.539395202512629 -0.410883331192889 -0.76899644649162 -0.716064584092095 -0.581659606361886 -0.853045354584187 -0.523115809572562 -0.573011790784377 -0.619648350957394 -0.46083789046391 2.18945318900045 2.00401710675897 1.02186111299854 2.53425581732173 -0.866535717084303 -0.687363371060963 -0.531214638034313 -0.376566910133025 -0.291746641575418 -0.218005956793414 1.35377247159151 -0.390961247834227 -0.306410318016942 -0.597050714534764
"3" -0.819875190399658 -0.615907238512472 -0.467137277030267 -0.885480745326561 -0.823015954448803 0.960345682772109 0.347906248802871 -0.596963128207502 0.987895997494033 -0.70967294610755 -0.524751695256372 1.84484501701409 -0.965415341553099 -0.737099544523886 0.697788830345397 0.32571981333319 0.673725632045989 1.13241079735802 1.91852943291291 -0.33077473901219 -0.246942385709219 -0.62070839270295 -0.444236493483691 -0.347488667766413 0.913084023781678
"4" -1.09233264983491 -0.808713025115723 1.13300796924781 0.101715508966949 0.202372187158177 0.513606853413138 -0.0413523031362523 -0.782658220779031 -0.862830601250374 0.415427754022105 -0.684017153703559 1.25511569472444 -0.0147034060876119 0.359482797626402 0.282866650106248 -0.0627609909940259 0.261268007294543 0.661050028301575 -0.553449213774756 -0.425493279280909 -0.316609366879434 -0.815326724785625 -0.575503543820774 1.80328656343126 0.472653028036674
"5" 0.433609091023579 -0.691813558760383 -0.522304293668249 0.323568201570776 0.428039316519648 0.75896029533553 -1.11749652987786 -0.670128276737174 0.784648376284312 0.653432440698487 1.19353156172291 1.57554475135391 -1.09494280976227 -0.831082232373272 -0.877443156983835 0.155975551661536 -0.891187429624959 0.919002980419494 -0.477716298430069 -0.368657619775318 -0.274911315231048 0.877576259542638 -0.496384484073017 -0.387404825247305 0.714829104617082
"6" -1.03600474603555 2.19864187692068 3.03239459278249 0.171757944285531 -1.04013900032753 0.589831393105905 -1.25353080095174 -0.744517133912706 0.614148628621958 0.489598188544189 -0.651446995518978 -0.543579353953729 0.0549096950173279 -0.927238588441997 -0.980011145615713 1.28831738622387 1.66146846794855 -0.756722619222213 -0.527924263915468 -0.406411777224011 -0.302648288792507 -0.775305506922398 -0.548819788592861 -0.427233429948978 0.547983054441433
"7" 0.821322276581604 1.11026945031878 1.52647451507353 -2.22368488195002 -0.617639617761529 -0.298966579260189 -0.901652529390105 -0.140443650129937 1.03767708125438 -0.394433133688563 -1.23350671828008 1.6392859085393 -0.869120609071336 -0.450849175985393 -0.530613577519155 0.677421967886353 0.853473590822161 1.12963631831708 -0.976218880116744 -0.732615521950344 -0.535329036376178 -0.197485400580689 0.300875285176545 0.705678040130641 -0.338257116638635
"8" -0.48420494919595 -0.370879143730739 6.69080914135137 -0.519641574202319 -0.485911139290168 -0.398770474719865 -0.572633908681125 -0.360070864320708 -0.393083359636529 -0.42363430023157 -0.318392040021984 -0.268577274656291 -0.562306748398962 -0.438844226166601 3.91913386990862 -0.581082620884944 -0.467490941267841 -0.365452399848005 -0.261209868600619 -0.202906783627337 -0.151808826473539 -0.373610162339882 -0.271035726171564 -0.21302924069912 -0.408867249699778
"9" 0.0109326525510555 -0.933861660128439 2.46192585263804 -0.0942690739972115 0.00567719703726842 1.62868202088567 1.06729336684787 -0.90299886431729 0.329629256732831 -1.08789571275004 0.679268485718921 0.995147192328065 -1.51224706696171 -1.13324657585971 -1.19987280929249 -1.57098776508296 -1.21963357058338 -0.918334195511128 1.05040582462163 -0.484626324012502 2.40891893501048 -0.941699613230775 0.977283809039839 3.49552014970856 0.267966490100179
"10" -0.752009200679697 -0.311709014567178 0.0994037317416311 -0.877261265022351 0.748742704633287 -0.427302576658732 -1.05684322361306 -0.265182916016424 -0.404207532615363 -0.525794436394213 1.20973854297974 0.189784538516517 -1.02250187582721 -0.584267859017539 0.792468235882037 0.621714476918876 0.78050190271679 1.02854082716039 -1.07133928637415 0.651892486363384 1.21253943151075 -0.323300614608285 0.175504692901242 0.567448028762866 -0.467765394081778
"11" -0.480619831788638 -1.34881563736421 0.346726430469221 -0.59529117026068 -0.486266212518351 1.11820172155221 0.748810909802637 -1.30182149291705 1.13713047034564 1.04258466437511 0.169428582956695 1.80380884640083 0.763244318124191 -0.325018483076644 0.947271037696449 -0.78310789895507 0.932504784756015 1.23930107290181 -0.892845537614099 -0.673041412266431 -0.493758335956236 -1.36074749347475 -0.931554315072958 -0.709986824890719 -0.215241524097759
"12" 0.451286921106067 0.592569682469225 0.789617498915356 -4.34196225639912 -1.79025393732508 -3.21153047240445 0.383192693186654 0.611352226022464 0.557642149886689 0.516280275824203 -0.876692695563558 0.842814561378488 0.38994450348257 0.498080420047575 0.473978557339594 0.377862446727503 0.467360018715744 0.601841919664753 -1.92051403180986 1.16944764194778 -0.991644920094917 0.588019221768072 0.834167812694068 1.10331519766082 0.535405719861744
"13" -0.926601685330208 2.47435519332303 -0.522304293668249 -1.0024458141748 0.428039316519648 0.75896029533553 0.177564865496398 -0.670128276737174 -0.736769108207776 0.653432440698487 -0.587726274340535 -0.491704989111732 -1.09494280976227 -0.831082232373272 -0.877443156983835 1.44794082100139 -0.891187429624959 0.919002980419494 -0.477716298430069 -0.368657619775318 -0.274911315231048 -0.697313543423497 -0.496384484073017 4.76560109888536 0.714829104617082
"14" -0.233654938946885 -1.12231804943381 -0.827294944166307 -0.341671716537484 -0.239008310294264 0.0607155072238081 -0.492709169698287 -1.08411206508455 -1.20177562205082 -1.3130003498379 -0.940007925494822 -0.775247398844647 0.907102733903876 1.1999966810017 1.13336265375538 0.875498493221359 1.11518222328676 1.4924985470671 0.751899130561335 -0.571235439692566 1.95512116076072 0.160568883451576 -0.78317616460165 1.14731899471707 0.0226747669750116
"15" -0.713399856640149 -0.539395202512629 -0.410883331192889 -0.76899644649162 -0.716064584092095 1.21418282468786 0.554387431165917 -0.523115809572562 1.24431862227379 1.09101977539113 -0.46083789046391 2.18945318900045 2.00401710675897 -0.643031491032182 -0.677242861068395 0.531023192468685 -0.687363371060963 -0.531214638034313 -0.376566910133025 -0.291746641575418 -0.218005956793414 -0.543517315776885 -0.390961247834227 -0.306410318016942 -0.597050714534764
"16" 0.83859803476232 -0.539395202512629 -0.410883331192889 -0.76899644649162 -0.716064584092095 -0.581659606361886 1.96182021691602 -0.523115809572562 -0.573011790784377 1.09101977539113 -0.46083789046391 -0.387356659043838 0.583714809686183 -0.643031491032182 -0.677242861068395 0.531023192468685 -0.687363371060963 1.40276422326533 -0.376566910133025 -0.291746641575418 -0.218005956793414 -0.543517315776885 -0.390961247834227 -0.306410318016942 1.16254641508379
"17" 0.353628957457575 -0.730170268569422 1.32892709613217 1.55267913492228 1.68104155858239 2.13289248580086 -1.18494010859917 -0.707068520577402 -0.778097554272193 -0.845035200561295 -0.619404060287543 -0.517535035711571 0.127676081024255 0.510335680454464 0.430999345282497 0.0794686598337616 -0.942987194784879 -0.718552252396757 -0.502722888534152 2.18841197249061 -0.288771046968052 -0.736031357389874 -0.522491656570419 -0.407274063995221 -0.812540181385192
