"est"	"sem"	"n"
"1"	-1.55963420645419	0.41758697284962	25
"2"	0.403435550280826	0.270799250386971	25
"3"	1.16630529826119	0.337939541312319	25
"4"	0.0367188830613733	0.161552595908779	25
"5"	0.463308958670101	0.245895758025751	25
"6"	-1.35334297932163	0.35320978465384	25
"7"	-0.0288903311685949	0.153227745179788	25
"8"	-0.895040321132358	0.304762337229181	25
"9"	0.337020587652771	0.286376026656895	25
"10"	1.02750853227404	0.327172517802599	25
"11"	-1.6153458140655	0.433389970717123	25
"12"	-1.9542120002671	0.525624049585106	25
"13"	-0.405107207229836	0.263658339016569	25
"14"	1.07222412321955	0.329122979087387	25
"15"	0.113799497853212	0.232472707013808	25
"16"	1.44318186346954	0.402045164971044	25
"17"	-0.763790357129687	0.278799981199215	25
"18"	0.484214014592669	0.235429216137734	25
"19"	-1.27679640964688	0.328027792473581	25
"20"	2.01067129488617	0.542746749264029	25
"21"	-0.587227404307783	0.165371488283658	25
"22"	-1.30070434226947	0.335716748286827	25
"23"	-0.487545248048425	0.215550530783678	25
"24"	0.41653003979381	0.266171469356784	25
"25"	1.2842197825189	0.360924517014658	25
"26"	-0.0659973429516534	0.192268210290736	25
"27"	-0.00162476215141851	0.135002291849531	25
"28"	1.22181133230658	0.347292254818154	25
"29"	-1.12092018436148	0.296423856909947	25
"30"	0.0816813687760672	0.207073828889489	25
"31"	0.860181549027038	0.31376748209027	25
"32"	0.689988698766854	0.255490886875809	25
"33"	-0.585592026894856	0.164685289007006	25
"34"	-0.986909487264032	0.302741114587743	25
"35"	0.452809366618048	0.250897518908883	25
"36"	-0.650956534976834	0.213480431295286	25
"37"	0.61747302815414	0.21684688620462	25
"38"	-0.697487123674519	0.246317651621382	25
"39"	-0.19444139016154	0.272473004967981	25
"40"	-1.55783204755539	0.417067536735375	25
"41"	1.48177520483313	0.412206545545513	25
"42"	-1.02565526653447	0.299689757078556	25
"43"	-0.799718958139896	0.290343153836282	25
"44"	-1.19443494624602	0.305762642142157	25
"45"	0.703916947685442	0.26259667009003	25
"46"	-0.811620549489199	0.293352729986694	25
"47"	-0.56239765194756	0.16284887313169	25
"48"	1.64824781252468	0.454651984412326	25
"49"	-0.234445577397282	0.282553455633155	25
"50"	0.92777978676798	0.322167055711449	25
"51"	-1.9542120002671	0.525624049585106	25
"52"	0.759485882737818	0.286824358843434	25
"53"	-0.696336165247608	0.245609247840323	25
"54"	-0.1147041840567	0.232844221885961	25
"55"	-1.08676371204907	0.296111513544079	25
"56"	-0.836662522604221	0.298474595700906	25
"57"	-1.21505571457343	0.310434558644106	25
"58"	-1.31286597651619	0.339718347526625	25
"59"	-0.412066358568229	0.260688607647592	25
"60"	0.549387795912824	0.207229660445509	25
"61"	0.804965883528768	0.301515315528911	25
"62"	-0.220951926977036	0.279803936260143	25
"63"	-0.986017099453387	0.302805281979513	25
"64"	1.83997963870345	0.501753910541207	25
"65"	1.02980605905886	0.327257732169386	25
"66"	1.17038928054223	0.338521647576583	25
"67"	-0.802444858334007	0.291066564727541	25
"68"	0.227571867963852	0.282276828511436	25
"69"	0.609033750194542	0.213203865661777	25
"70"	0.582577597245765	0.205634988999286	25
"71"	-1.14984625582511	0.298633951476066	25
"72"	-0.161359889658357	0.259483642159605	25
"73"	-1.19425727146883	0.305725829613349	25
"74"	0.94538847131981	0.323473658706913	25
"75"	-0.578620071148789	0.162522333143286	25
"76"	-0.203534384023598	0.27528287757703	25
"77"	-0.465850505324499	0.231001539768988	25
"78"	-0.590426216034173	0.166890199976146	25
"79"	-0.509179831269718	0.198470677419387	25
"80"	-1.42457476383914	0.376609165386498	25
"81"	2.01067129488617	0.542746749264029	25
"82"	-0.921526459481701	0.305396348430601	25
"83"	-0.737880807849513	0.267965679453012	25
"84"	-0.800449953679091	0.290539164119945	25
"85"	-0.0411355294591497	0.166280545312441	25
"86"	-1.9542120002671	0.525624049585106	25
"87"	0.0457969850480842	0.171388374373146	25
"88"	0.543796093458768	0.208703814853604	25
"89"	-0.851468922830469	0.300778701349569	25
"90"	-0.880288718103628	0.303852234878091	25
"91"	-0.211952912184664	0.277607206428986	25
"92"	0.249035062191328	0.286114859223374	25
"93"	-1.40378158208897	0.369885201525142	25
"94"	0.99932899686097	0.326138416169747	25
"95"	0.787511854572612	0.296405344116384	25
"96"	-0.647408632792159	0.210646337303571	25
"97"	-0.616749695725761	0.185309931551273	25
"98"	-0.706228098703778	0.251526935785525	25
"99"	1.00650206216333	0.326406706749563	25
"100"	1.64824781252468	0.454651984412326	25
"101"	0.372276217052035	0.279770120366236	25
"102"	0.347652546073274	0.284782990176858	25
"103"	-0.503305457119484	0.203229033166146	25
"104"	-1.57266625224591	0.421326180195651	25
"105"	2.01067129488617	0.542746749264029	25
"106"	0.179669590589472	0.267835789046749	25
"107"	-0.669931632949379	0.227895954498478	25
"108"	0.413674730384661	0.267222809754522	25
"109"	-0.492703647627849	0.211605144616058	25
"110"	1.3876156642152	0.387319541025889	25
"111"	0.351920670443165	0.284046377972457	25
"112"	0.119871543631208	0.236611255333467	25
"113"	-1.79521918011284	0.482692744435596	25
"114"	-0.955518915341062	0.304619943190846	25
"115"	0.505206218081545	0.22477705763507	25
"116"	0.00977371586102163	0.137499398775753	25
"117"	0.992706167160936	0.325881273900857	25
"118"	-1.9542120002671	0.525624049585106	25
"119"	-0.0632849103820187	0.189578934170459	25
"120"	0.60581118417731	0.211941883768918	25
"121"	0.181977567284457	0.26872989150024	25
"122"	0.109661124951252	0.22953693732459	25
"123"	-0.0200653846106712	0.144763667320925	25
"124"	-1.5213739277263	0.406422167613908	25
"125"	0.262383022410507	0.28773069052302	25
"126"	1.39384235185992	0.388967998018607	25
"127"	1.53644851992801	0.426398294157698	25
"128"	0.26605162449198	0.288073446014262	25
"129"	-1.79521918011284	0.482692744435596	25
"130"	0.0152456015094209	0.140911751978214	25
"131"	0.373679600158503	0.279428919665868	25
"132"	0.612702714092254	0.214731496101745	25
"133"	0.0459896920332788	0.171596441659545	25
"134"	-0.617773552579087	0.186145959261851	25
"135"	-0.571422876352064	0.161715631603859	25
"136"	-0.0377972348834236	0.162666370031279	25
"137"	-1.9542120002671	0.525624049585106	25
"138"	-0.469260131020274	0.228703058226187	25
"139"	-0.156039855646828	0.256965613511784	25
"140"	1.13394731808957	0.333947480255019	25
"141"	-0.401576218126546	0.265092601889706	25
"142"	0.645062218324129	0.230974507941659	25
"143"	0.424597590798618	0.263076304760185	25
"144"	0.766516458804378	0.289391774014012	25
"145"	0.388107796978607	0.275575914372709	25
"146"	0.00363727938453222	0.135297556937307	25
"147"	1.57637390406089	0.436596519764658	25
"148"	1.58307829908287	0.438296103177491	25
"149"	1.06988628927109	0.328998501213823	25
"150"	2.01067129488617	0.542746749264029	25
"151"	-0.868001996598095	0.302760139417305	25
"152"	-0.699151704457533	0.247332881451099	25
"153"	0.559168921118454	0.2054250859161	25
"154"	-1.9542120002671	0.525624049585106	25
"155"	0.689812032749284	0.255398498948878	25
"156"	-1.53444281770032	0.410269679664299	25
"157"	-0.439242383654598	0.24721574323245	25
"158"	-1.20072487600121	0.307105194670619	25
"159"	-1.41922819445193	0.374890508688409	25
"160"	0.718636455452424	0.269683641589857	25
"161"	-1.35092414578022	0.352402025857567	25
"162"	1.5638767351851	0.433418818023974	25
"163"	0.0199419956894293	0.144682154089367	25
"164"	-0.765798549530059	0.279548195286056	25
"165"	-1.07361643529753	0.296540101798577	25
"166"	0.870380800035468	0.315447187958255	25
"167"	-1.61896475527044	0.434402012284826	25
"168"	-0.636864807116456	0.202025293291636	25
"169"	0.90554352391306	0.320061114108235	25
"170"	0.778302816794123	0.293448116398803	25
"171"	0.712461304723454	0.266766461804778	25
"172"	-0.0249550438395584	0.149288263375173	25
"173"	-1.2193177195627	0.31149211012548	25
"174"	-1.9542120002671	0.525624049585106	25
"175"	0.738449743368225	0.278471581625009	25
"176"	-0.00273052538546862	0.135134578566856	25
"177"	-0.433951750144829	0.250078360156598	25
"178"	-1.35331675079381	0.353201027400587	25
"179"	0.681784219243691	0.251147477998779	25
"180"	-1.6573330452883	0.445051787352987	25
"181"	-1.46942356104065	0.390727034735555	25
"182"	-1.9542120002671	0.525624049585106	25
"183"	-0.661863558713734	0.221929343013816	25
"184"	0.458391370735446	0.248265360630458	25
"185"	0.424294396857146	0.263195913702602	25
"186"	-0.0682754548350859	0.194492652159349	25
"187"	1.04477347388333	0.327839332277606	25
"188"	-1.06551716334186	0.296923983567949	25
"189"	-0.256445595640524	0.285673964907142	25
"190"	1.46479103891303	0.40774708898189	25
"191"	0.402573406048283	0.271086410827312	25
"192"	-0.19292156823628	0.271972480479452	25
"193"	1.29342447920337	0.363137606024145	25
"194"	-0.0792020312796038	0.204712896818504	25
"195"	-0.222205859205057	0.280086769084655	25
"196"	1.37011899873996	0.382701684938074	25
"197"	1.16204970001903	0.337351653934838	25
"198"	0.632285483442583	0.224134373513059	25
"199"	-0.0039303688507146	0.135353536571122	25
"200"	0.617091936828892	0.216672961738878	25
"201"	-0.192288853560549	0.271761470987899	25
"202"	-0.582667480037242	0.163622186609346	25
"203"	0.403572725643112	0.270753358848435	25
"204"	1.25395950174656	0.353977858217815	25
"205"	-0.947249011410632	0.304950072176351	25
"206"	-0.58711258874644	0.165321250877666	25
"207"	-1.52051068719589	0.406166701365337	25
"208"	-0.548280415896437	0.168871524291249	25
"209"	0.839648610776491	0.309862134641482	25
"210"	-0.189331627701678	0.270754574421477	25
"211"	0.129726146821036	0.242915279856092	25
"212"	1.43377519674508	0.399555449961718	25
"213"	-1.27331161872662	0.326935288804232	25
"214"	1.45163818235374	0.40427976569658	25
"215"	1.5638767351851	0.433418818023974	25
"216"	1.1327966382369	0.333825561358013	25
"217"	-0.0323676665248154	0.156853018593923	25
"218"	-0.970795437466584	0.303813697173146	25
"219"	0.778500187572517	0.293513430941919	25
"220"	0.0147824805365015	0.14057800351057	25
"221"	0.99116626533734	0.325819802204227	25
"222"	0.834896120326426	0.30885284993931	25
