2.54444444444444 17 0 3 5 5 4.66666666666667 15 6 0
2.15185185185185 18 0 2 4.5 2 3 15 3.91666666666667 0
3.11666666666667 14 8 4 2 5 1.33333333333333 15 4.25 2
4.13888888888889 15 9 2 4 6 2.66666666666667 17 6.16666666666667 3
3.97777777777778 20 1 3 5.5 4 3.33333333333333 17 6.83333333333333 0
4.12777777777778 13 5 3 3 4 3.33333333333333 15 5.58333333333333 0
4.04814814814815 12 15 3 3.5 6 1 13 5.41666666666667 2
2.21111111111111 25 3 4 2.5 6 2.33333333333333 15 7 0
4.51296296296296 5 15 2 3.5 5 4.66666666666667 18 4.41666666666667 5
5.2 17 0 5 6 1 1 16 7 0
3.51111111111111 14 7 4 4 4 3.66666666666667 12 6.33333333333333 2
5.08888888888889 9 14 1 3 5 4.33333333333333 17 5 6
5.53333333333333 12 6 2 5 6 3 17 6.91666666666667 5
4.71666666666667 8 12 2 3.5 4 4 13 6.5 6
4.06111111111111 15 1 3 3.5 4 3.66666666666667 14 7 0
4.67777777777778 20 3 4 5.5 5 4 17 6.58333333333333 0
4.53888888888889 5 15 2 5.5 5 5.33333333333333 18 3.25 6
3.32037037037037 15 0 3 4 5 4.33333333333333 15 5.58333333333333 0
4.13888888888889 12 8 2 4 5 4 15 4.41666666666667 2
4.16111111111111 14 5 3 2.5 5 5 13 5.16666666666667 2
2.83333333333333 9 3 2 2 3 3.66666666666667 14 4.5 1
2.9037037037037 10 16 3 2.5 2 4 12 5.58333333333333 3
3.61296296296296 14 7 3 4 4 4.33333333333333 13 4.16666666666667 2
3.62777777777778 9 6 2 4.5 3 3.66666666666667 11 4.25 0
3.73333333333333 16 2 2 4 5 2.66666666666667 17 4.5 0
5.00555555555556 12 11 3 4 6 5 14 4.66666666666667 6
4.14444444444444 14 3 3 4 6 5 16 6.16666666666667 0
4.21111111111111 6 10 2 4 2 3.66666666666667 12 5.83333333333333 2
3.4537037037037 7 18 3 3 3 3 14 4.75 4
4.46111111111111 4 5 3 5 3 2 16 4.41666666666667 4
4.16666666666667 13 6 2 3 6 1 11 5.75 2
4.60740740740741 15 3 2 3 6 4 16 6.75 2
5.26666666666667 4 13 3 6 3 5 16 4.5 4
2.66666666666667 12 8 3 4 5 2.66666666666667 13 6.41666666666667 3
5.06111111111111 17 2 2 1 1 5.33333333333333 16 1 0
3.35925925925926 13 4 3 4 4 5.33333333333333 16 6.91666666666667 2
4.27222222222222 1 16 3 5 4 3.33333333333333 19 2.08333333333333 6
3.89814814814815 11 5 3 3 2 5 15 6 0
4.71111111111111 15 6 3 5.5 6 4.66666666666667 16 7 2
2.22777777777778 5 0 3 5 1 1 4 4.5 0
4.41111111111111 11 13 2 2.5 2 3.33333333333333 19 3.66666666666667 2
2.55 18 6 2 4 6 3.66666666666667 15 6.83333333333333 1
3.41851851851852 3 5 3 3.5 5 2 11 5.08333333333333 0
4.16111111111111 10 8 3 4.5 4 4.33333333333333 16 6.91666666666667 0
4.75 7 18 3 1.5 6 5.33333333333333 18 6.83333333333333 6
5.06111111111111 13 4 3 3 6 3 17 6.41666666666667 2
4.73888888888889 12 8 2 4 6 3.66666666666667 13 6.16666666666667 2
4.44444444444444 15 7 3 3.5 4 5.66666666666667 16 6.91666666666667 0
3.92777777777778 11 13 4 3.5 6 2 15 5 5
4.29444444444444 8 9 3 3.5 6 2.33333333333333 15 5.58333333333333 5
3.91296296296296 14 5 4 3.5 6 2 18 4.16666666666667 0
3.51666666666667 13 3 3 3.5 6 3.66666666666667 15 4.58333333333333 2
4.21111111111111 15 7 4 5 4 4 16 7 2
4.74444444444444 9 13 3 5 1 3 16 5.58333333333333 5
4.16666666666667 18 0 5 4.5 3 2.33333333333333 15 5.33333333333333 0
4.14444444444444 6 8 2 6 4 4 14 5.91666666666667 6
4.35925925925926 16 6 3 5 4 3.66666666666667 17 3.66666666666667 2
2.92962962962963 18 2 3 4.5 5 5 15 6.66666666666667 2
3.21666666666667 17 0 2 4 3 3.66666666666667 16 4.91666666666667 0
4.08888888888889 16 4 3 5.5 5 4 16 7 0
4.08333333333333 10 7 2 4 6 3.33333333333333 16 5 1
3.88333333333333 15 5 3 3.5 4 4.66666666666667 16 6.08333333333333 4
3.60740740740741 18 5 3 3 3 4 14 6.08333333333333 0
3.55555555555556 11 7 3 3.5 6 4.66666666666667 12 5 2
4.11111111111111 6 12 2 2.5 3 2.66666666666667 11 2.5 6
3.32222222222222 7 11 1 4 5 1.33333333333333 10 5.75 4
4.80555555555556 3 0 1 3 4 3.66666666666667 18 6.41666666666667 0
5.25740740740741 14 11 3 3.5 2 5.33333333333333 18 4.41666666666667 6
5.05740740740741 6 18 2 4.5 4 6 8 3.75 6
4.24074074074074 6 16 1 2.5 6 3.66666666666667 18 5 2
2.03703703703704 5 15 3 3 2 3.33333333333333 12 5 6
3.06111111111111 11 4 2 3 5 4.33333333333333 14 4.33333333333333 2
3.84814814814815 6 11 2 4.5 6 3.66666666666667 16 6.41666666666667 4
