"F1"	"SE_F1"
-1.75127959096141	0.297963089512517
0.252685922855345	0.539063037952853
-0.413353335853599	0.342496355073221
-1.60550708320126	0.293165340802912
0.594295715676888	0.613744356734022
-0.669838582939607	0.333499604491245
0.252685922855345	0.539063037952853
0.912763263624583	0.691439623349982
-0.490866259210744	0.352869883236465
-1.19765867676574	0.278397188270639
-0.571611800573061	0.324324095942279
-0.68728403637863	0.297181779855544
0.912763263624583	0.691439623349982
-0.331150753917301	0.35432960558363
0.912763263624583	0.691439623349982
-0.931011591268906	0.287469410473734
0.912763263624583	0.691439623349982
-1.26333830771027	0.288188029933777
-1.36415493237697	0.292130983823686
0.506380573428584	0.594605658266515
-1.06142286656039	0.28950390495371
0.663179622422946	0.633968738871316
-3.49265876780979	0.446974908964753
-0.409726867129417	0.365625626603757
0.252685922855345	0.539063037952853
0.912763263624583	0.691439623349982
-0.849743195514337	0.275299065451829
0.912763263624583	0.691439623349982
0.594295715676888	0.613744356734022
-0.939712699963438	0.265755062408607
-0.373674176277742	0.379043938041022
0.142202810463515	0.51324281060946
-2.311464788487	0.329255560082772
0.912763263624583	0.691439623349982
0.912763263624583	0.691439623349982
0.912763263624583	0.691439623349982
-0.223339474259564	0.403508678053816
-0.598583397473526	0.310340795076605
0.912763263624583	0.691439623349982
0.912763263624583	0.691439623349982
0.369594360582906	0.536949220514516
0.912763263624583	0.691439623349982
0.912763263624583	0.691439623349982
0.912763263624583	0.691439623349982
0.912763263624583	0.691439623349982
0.142202810463515	0.51324281060946
0.682164705430429	0.635774330465362
-0.459687161508961	0.354208852933799
0.0843901396810002	0.490772726266238
-0.628886083282172	0.304172176857208
-1.16468156371525	0.284093644358892
0.42243577063845	0.574890553202068
0.912763263624583	0.691439623349982
-1.60639202559278	0.258916452499112
-0.478619227557018	0.340521026471289
-0.835819683635733	0.327499363421656
-1.58845474420425	0.278828988894852
0.0358219842154722	0.458013137335662
-1.27201927270443	0.264923851289548
0.912763263624583	0.691439623349982
-1.3313174659797	0.285450618808043
0.912763263624583	0.691439623349982
0.912763263624583	0.691439623349982
0.142202810463515	0.51324281060946
-1.67490054094286	0.276200042662123
-0.676962117933556	0.316287227706298
-0.689527029558265	0.304680169018191
0.912763263624583	0.691439623349982
0.912763263624583	0.691439623349982
-0.700743751876629	0.350402500815657
